customer_key,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_segment
11007,320,1,42,5,5,5,5-5-5
1421,323,1,42,5,5,5,5-5-5
10173,326,1,42,5,5,5,5-5-5
16705,329,1,42,5,5,5,5-5-5
13277,330,1,42,5,5,5,5-5-5
16017,331,1,42,5,5,5,5-5-5
10962,336,1,42,5,5,5,5-5-5
10567,342,1,42,5,5,5,5-5-5
3704,349,1,42,5,5,5,5-5-5
11056,356,1,42,5,5,5,5-5-5
10191,358,1,42,5,5,5,5-5-5
10884,364,1,42,5,5,5,5-5-5
9538,368,1,42,5,5,5,5-5-5
10408,369,1,42,5,5,5,5-5-5
11845,307,1,40,5,5,5,5-5-5
10211,314,1,40,5,5,5,5-5-5
141,319,1,40,5,5,5,5-5-5
14245,335,1,40,5,5,5,5-5-5
10564,337,1,40,5,5,5,5-5-5
14856,341,1,40,5,5,5,5-5-5
11849,361,1,40,5,5,5,5-5-5
10888,362,1,40,5,5,5,5-5-5
2819,366,1,40,5,5,5,5-5-5
12794,291,1,39,5,5,5,5-5-5
14435,291,1,39,5,5,5,5-5-5
13452,294,1,39,5,5,5,5-5-5
13514,296,1,39,5,5,5,5-5-5
3423,301,1,39,5,5,5,5-5-5
16904,310,1,39,5,5,5,5-5-5
11186,312,1,39,5,5,5,5-5-5
6741,312,1,39,5,5,5,5-5-5
13300,324,1,39,5,5,5,5-5-5
13398,336,1,39,5,5,5,5-5-5
3175,344,1,39,5,5,5,5-5-5
14379,345,1,39,5,5,5,5-5-5
13298,350,1,39,5,5,5,5-5-5
12141,350,1,39,5,5,5,5-5-5
13293,353,1,39,5,5,5,5-5-5
13517,358,1,39,5,5,5,5-5-5
11840,361,1,39,5,5,5,5-5-5
13821,362,1,39,5,5,5,5-5-5
14046,365,1,39,5,5,5,5-5-5
12691,365,1,39,5,5,5,5-5-5
17980,314,1,38,5,5,5,5-5-5
5414,333,1,38,5,5,5,5-5-5
8057,348,1,38,5,5,5,5-5-5
13547,292,1,37,5,5,5,5-5-5
12045,298,1,37,5,5,5,5-5-5
14092,300,1,37,5,5,5,5-5-5
3944,301,1,37,5,5,5,5-5-5
10740,303,1,37,5,5,5,5-5-5
9869,303,1,37,5,5,5,5-5-5
13396,307,1,37,5,5,5,5-5-5
1839,308,1,37,5,5,5,5-5-5
13743,310,1,37,5,5,5,5-5-5
11146,316,1,37,5,5,5,5-5-5
6843,319,1,37,5,5,5,5-5-5
3812,321,1,37,5,5,5,5-5-5
12579,322,1,37,5,5,5,5-5-5
9581,325,1,37,5,5,5,5-5-5
12090,327,1,37,5,5,5,5-5-5
10454,330,1,37,5,5,5,5-5-5
11061,331,1,37,5,5,5,5-5-5
9930,331,1,37,5,5,5,5-5-5
11243,332,1,37,5,5,5,5-5-5
1506,337,1,37,5,5,5,5-5-5
14436,347,1,37,5,5,5,5-5-5
12110,349,1,37,5,5,5,5-5-5
12047,350,1,37,5,5,5,5-5-5
2486,351,1,37,5,5,5,5-5-5
3821,352,1,37,5,5,5,5-5-5
3708,354,1,37,5,5,5,5-5-5
14157,355,1,37,5,5,5,5-5-5
6093,357,1,37,5,5,5,5-5-5
10112,358,1,37,5,5,5,5-5-5
13394,359,1,37,5,5,5,5-5-5
13551,362,1,37,5,5,5,5-5-5
11155,362,1,37,5,5,5,5-5-5
11164,362,1,37,5,5,5,5-5-5
12786,363,1,37,5,5,5,5-5-5
13990,363,1,37,5,5,5,5-5-5
13487,365,1,37,5,5,5,5-5-5
2235,366,1,37,5,5,5,5-5-5
16047,291,1,36,5,5,5,5-5-5
16383,294,1,36,5,5,5,5-5-5
18410,295,1,36,5,5,5,5-5-5
16337,295,1,36,5,5,5,5-5-5
15185,300,1,36,5,5,5,5-5-5
12929,300,1,36,5,5,5,5-5-5
16323,305,1,36,5,5,5,5-5-5
16931,306,1,36,5,5,5,5-5-5
18395,316,1,36,5,5,5,5-5-5
12965,341,1,36,5,5,5,5-5-5
15839,349,1,36,5,5,5,5-5-5
15789,362,1,36,5,5,5,5-5-5
15862,362,1,36,5,5,5,5-5-5
13992,294,1,35,5,5,5,5-5-5
13828,300,1,35,5,5,5,5-5-5
16681,300,1,35,5,5,5,5-5-5
11728,301,1,35,5,5,5,5-5-5
12199,306,1,35,5,5,5,5-5-5
10990,312,1,35,5,5,5,5-5-5
12466,312,1,35,5,5,5,5-5-5
11228,312,1,35,5,5,5,5-5-5
12556,313,1,35,5,5,5,5-5-5
11742,314,1,35,5,5,5,5-5-5
12154,317,1,35,5,5,5,5-5-5
11227,320,1,35,5,5,5,5-5-5
12052,320,1,35,5,5,5,5-5-5
14153,321,1,35,5,5,5,5-5-5
11827,323,1,35,5,5,5,5-5-5
15471,323,1,35,5,5,5,5-5-5
512,325,1,35,5,5,5,5-5-5
4707,326,1,35,5,5,5,5-5-5
15292,327,1,35,5,5,5,5-5-5
6909,327,1,35,5,5,5,5-5-5
11126,327,1,35,5,5,5,5-5-5
12870,328,1,35,5,5,5,5-5-5
2832,332,1,35,5,5,5,5-5-5
12889,332,1,35,5,5,5,5-5-5
11842,333,1,35,5,5,5,5-5-5
1430,333,1,35,5,5,5,5-5-5
12116,336,1,35,5,5,5,5-5-5
12050,336,1,35,5,5,5,5-5-5
11550,336,1,35,5,5,5,5-5-5
12736,336,1,35,5,5,5,5-5-5
10963,339,1,35,5,5,5,5-5-5
13970,342,1,35,5,5,5,5-5-5
5583,344,1,35,5,5,5,5-5-5
12712,345,1,35,5,5,5,5-5-5
13318,346,1,35,5,5,5,5-5-5
10111,352,1,35,5,5,5,5-5-5
12290,353,1,35,5,5,5,5-5-5
13830,358,1,35,5,5,5,5-5-5
14850,360,1,35,5,5,5,5-5-5
12785,360,1,35,5,5,5,5-5-5
10177,367,1,35,5,5,5,5-5-5
13941,369,1,35,5,5,5,5-5-5
13294,369,1,35,5,5,5,5-5-5
13995,369,1,35,5,5,5,5-5-5
16388,311,1,34,5,5,5,5-5-5
16056,318,1,34,5,5,5,5-5-5
17424,321,1,34,5,5,5,5-5-5
16632,321,1,34,5,5,5,5-5-5
15723,336,1,34,5,5,5,5-5-5
15140,336,1,34,5,5,5,5-5-5
12982,342,1,34,5,5,5,5-5-5
16193,353,1,34,5,5,5,5-5-5
405,356,1,34,5,5,5,5-5-5
15599,362,1,34,5,5,5,5-5-5
16067,367,1,34,5,5,5,5-5-5
15585,368,1,34,5,5,5,5-5-5
13290,303,1,33,5,5,5,5-5-5
14373,304,1,33,5,5,5,5-5-5
13934,307,1,33,5,5,5,5-5-5
13424,310,1,33,5,5,5,5-5-5
13942,316,1,33,5,5,5,5-5-5
3206,319,1,33,5,5,5,5-5-5
1869,319,1,33,5,5,5,5-5-5
13620,324,1,33,5,5,5,5-5-5
13453,332,1,33,5,5,5,5-5-5
14182,334,1,33,5,5,5,5-5-5
16566,339,1,33,5,5,5,5-5-5
17392,351,1,33,5,5,5,5-5-5
1870,353,1,33,5,5,5,5-5-5
17909,365,1,33,5,5,5,5-5-5
13840,368,1,33,5,5,5,5-5-5
17238,368,1,33,5,5,5,5-5-5
13742,368,1,33,5,5,5,5-5-5
11748,292,1,32,5,5,5,5-5-5
14260,294,1,32,5,5,5,5-5-5
14063,295,1,32,5,5,5,5-5-5
12827,296,1,32,5,5,5,5-5-5
15182,296,1,32,5,5,5,5-5-5
17127,298,1,32,5,5,5,5-5-5
6032,298,1,32,5,5,5,5-5-5
12365,300,1,32,5,5,5,5-5-5
13224,301,1,32,5,5,5,5-5-5
10844,301,1,32,5,5,5,5-5-5
10472,303,1,32,5,5,5,5-5-5
14143,303,1,32,5,5,5,5-5-5
5397,303,1,32,5,5,5,5-5-5
6705,303,1,32,5,5,5,5-5-5
6393,304,1,32,5,5,5,5-5-5
7105,305,1,32,5,5,5,5-5-5
3455,305,1,32,5,5,5,5-5-5
6694,308,1,32,5,5,5,5-5-5
9597,309,1,32,5,5,5,5-5-5
8276,312,1,32,5,5,5,5-5-5
12024,313,1,32,5,5,5,5-5-5
5293,313,1,32,5,5,5,5-5-5
8065,313,1,32,5,5,5,5-5-5
18287,314,1,32,5,5,5,5-5-5
8079,316,1,32,5,5,5,5-5-5
12723,319,1,32,5,5,5,5-5-5
17144,320,1,32,5,5,5,5-5-5
5400,322,1,32,5,5,5,5-5-5
3864,323,1,32,5,5,5,5-5-5
9266,325,1,32,5,5,5,5-5-5
11833,325,1,32,5,5,5,5-5-5
12337,326,1,32,5,5,5,5-5-5
6103,326,1,32,5,5,5,5-5-5
17270,328,1,32,5,5,5,5-5-5
10820,329,1,32,5,5,5,5-5-5
10256,330,1,32,5,5,5,5-5-5
12473,330,1,32,5,5,5,5-5-5
11895,331,1,32,5,5,5,5-5-5
4451,337,1,32,5,5,5,5-5-5
11318,337,1,32,5,5,5,5-5-5
8591,337,1,32,5,5,5,5-5-5
7478,343,1,32,5,5,5,5-5-5
9235,343,1,32,5,5,5,5-5-5
17537,343,1,32,5,5,5,5-5-5
5378,343,1,32,5,5,5,5-5-5
7633,346,1,32,5,5,5,5-5-5
2699,346,1,32,5,5,5,5-5-5
7347,346,1,32,5,5,5,5-5-5
10526,350,1,32,5,5,5,5-5-5
12131,350,1,32,5,5,5,5-5-5
12503,354,1,32,5,5,5,5-5-5
11091,357,1,32,5,5,5,5-5-5
12089,358,1,32,5,5,5,5-5-5
11366,359,1,32,5,5,5,5-5-5
6541,360,1,32,5,5,5,5-5-5
12453,362,1,32,5,5,5,5-5-5
6448,362,1,32,5,5,5,5-5-5
13747,363,1,32,5,5,5,5-5-5
7665,364,1,32,5,5,5,5-5-5
6883,367,1,32,5,5,5,5-5-5
14800,367,1,32,5,5,5,5-5-5
13376,299,1,31,5,5,5,5-5-5
18252,304,1,31,5,5,5,5-5-5
5558,312,1,31,5,5,5,5-5-5
2869,314,1,31,5,5,5,5-5-5
2431,316,1,31,5,5,5,5-5-5
15265,317,1,31,5,5,5,5-5-5
6993,339,1,31,5,5,5,5-5-5
17792,340,1,31,5,5,5,5-5-5
2340,357,1,31,5,5,5,5-5-5
3867,359,1,31,5,5,5,5-5-5
4822,363,1,31,5,5,5,5-5-5
5210,363,1,31,5,5,5,5-5-5
10841,364,1,31,5,5,5,5-5-5
12840,292,1,30,5,5,5,5-5-5
6896,293,1,30,5,5,5,5-5-5
12065,296,1,30,5,5,5,5-5-5
11078,301,1,30,5,5,5,5-5-5
11082,302,1,30,5,5,5,5-5-5
11245,302,1,30,5,5,5,5-5-5
7043,306,1,30,5,5,5,5-5-5
6747,306,1,30,5,5,5,5-5-5
12679,307,1,30,5,5,5,5-5-5
3866,312,1,30,5,5,5,5-5-5
11884,317,1,30,5,5,5,5-5-5
2267,318,1,30,5,5,5,5-5-5
3822,322,1,30,5,5,5,5-5-5
3986,324,1,30,5,5,5,5-5-5
2311,325,1,30,5,5,5,5-5-5
8061,325,1,30,5,5,5,5-5-5
11737,326,1,30,5,5,5,5-5-5
3936,328,1,30,5,5,5,5-5-5
12062,328,1,30,5,5,5,5-5-5
12361,332,1,30,5,5,5,5-5-5
7625,337,1,30,5,5,5,5-5-5
12300,340,1,30,5,5,5,5-5-5
12403,341,1,30,5,5,5,5-5-5
3974,344,1,30,5,5,5,5-5-5
1792,344,1,30,5,5,5,5-5-5
12407,350,1,30,5,5,5,5-5-5
8081,359,1,30,5,5,5,5-5-5
11981,361,1,30,5,5,5,5-5-5
10392,361,1,30,5,5,5,5-5-5
15279,363,1,30,5,5,5,5-5-5
14338,366,1,30,5,5,5,5-5-5
12467,366,1,30,5,5,5,5-5-5
12557,369,1,30,5,5,5,5-5-5
393,309,1,29,5,5,5,5-5-5
5456,311,1,29,5,5,5,5-5-5
18128,314,1,29,5,5,5,5-5-5
15264,322,1,29,5,5,5,5-5-5
8292,328,1,29,5,5,5,5-5-5
16390,332,1,29,5,5,5,5-5-5
5441,340,1,29,5,5,5,5-5-5
8914,341,1,29,5,5,5,5-5-5
16250,343,1,29,5,5,5,5-5-5
11677,343,1,29,5,5,5,5-5-5
16322,343,1,29,5,5,5,5-5-5
17999,346,1,29,5,5,5,5-5-5
15692,347,1,29,5,5,5,5-5-5
15552,353,1,29,5,5,5,5-5-5
15600,355,1,29,5,5,5,5-5-5
15905,358,1,29,5,5,5,5-5-5
17410,361,1,29,5,5,5,5-5-5
16625,365,1,29,5,5,5,5-5-5
12963,369,1,29,5,5,5,5-5-5
5717,299,1,28,5,5,5,5-5-5
10085,291,1,27,5,5,5,5-5-5
5144,292,1,27,5,5,5,5-5-5
8329,293,1,27,5,5,5,5-5-5
13929,294,1,27,5,5,5,5-5-5
15543,294,1,27,5,5,5,5-5-5
1508,296,1,27,5,5,5,5-5-5
14930,297,1,27,5,5,5,5-5-5
16479,298,1,27,5,5,5,5-5-5
14960,299,1,27,5,5,5,5-5-5
14849,299,1,27,5,5,5,5-5-5
5511,299,1,27,5,5,5,5-5-5
16659,304,1,27,5,5,5,5-5-5
15350,305,1,27,5,5,5,5-5-5
6971,306,1,27,5,5,5,5-5-5
14814,313,1,27,5,5,5,5-5-5
5320,314,1,27,5,5,5,5-5-5
1513,315,1,27,5,5,5,5-5-5
16829,315,1,27,5,5,5,5-5-5
17624,316,1,27,5,5,5,5-5-5
15054,319,1,27,5,5,5,5-5-5
17982,320,1,27,5,5,5,5-5-5
17612,322,1,27,5,5,5,5-5-5
18387,324,1,27,5,5,5,5-5-5
15466,324,1,27,5,5,5,5-5-5
13867,329,1,27,5,5,5,5-5-5
13864,329,1,27,5,5,5,5-5-5
1482,330,1,27,5,5,5,5-5-5
18225,333,1,27,5,5,5,5-5-5
11795,334,1,27,5,5,5,5-5-5
14692,336,1,27,5,5,5,5-5-5
7896,340,1,27,5,5,5,5-5-5
