audit_id,table_name,load_type,records_loaded,load_started_at,load_ended_at,load_timestamp,status,error_message,file_name,dag_id,run_id
22,raw_erp_cust_az12,incremental,1254,2025-07-09 16:05:51.327476,2025-07-09 16:05:55.754697,2025-07-09 16:05:55.754697,success,,cust_az12_inc_20250709_1605.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-09T16:04:00+00:00
23,raw_erp_cust_az12,incremental,1350,2025-07-07 16:40:07.791197,2025-07-07 16:40:09.118382,2025-07-07 16:40:09.118382,success,,cust_az12_inc_20250707_1640.csv,incremental_load_dag,scheduled__2025-07-07T16:40:00+00:00
24,raw_crm_sales_details,incremental,23834,2025-07-05 05:56:50.104501,2025-07-05 05:56:51.242620,2025-07-05 05:56:51.242620,success,,sales_details_inc_20250705_0556.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-05T05:56:00+00:00
25,raw_erp_cust_az12,incremental,0,2025-07-05 20:49:59.213351,2025-07-05 20:56:05.276902,2025-07-05 20:56:05.276902,failed,File not found in staging directory,cust_az12_inc_20250705_2049.csv,incremental_load_dag,scheduled__2025-07-05T20:48:00+00:00
26,raw_crm_sales_details,incremental,0,2025-07-08 04:03:48.179563,2025-07-08 04:04:17.970406,2025-07-08 04:04:17.970406,timeout,Operation timed out after 300 seconds,sales_details_inc_20250708_0403.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-08T04:00:00+00:00
27,raw_crm_cust_info,incremental,1339,2025-07-07 10:03:26.545737,2025-07-07 10:09:57.551704,2025-07-07 10:09:57.551704,success,,cust_info_inc_20250707_1003.csv,daily_refresh_dag,manual__2025-07-07T10:03:26.461+00:00
28,raw_crm_sales_details,incremental,31699,2025-07-09 08:35:59.871862,2025-07-09 08:36:09.889137,2025-07-09 08:36:09.889137,success,,sales_details_inc_20250709_0835.csv,daily_refresh_dag,scheduled__2025-07-09T08:32:00+00:00
29,raw_crm_sales_details,incremental,0,2025-07-09 21:40:22.090586,2025-07-09 21:44:50.749810,2025-07-09 21:44:50.749810,failed,Memory limit exceeded during processing,sales_details_inc_20250709_2140.csv,weekly_maintenance_dag,scheduled__2025-07-09T21:40:00+00:00
30,raw_crm_cust_info,incremental,1353,2025-07-04 05:58:18.737611,2025-07-04 05:58:25.213164,2025-07-04 05:58:25.213164,success,,cust_info_inc_20250704_0558.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-04T05:56:00+00:00
31,raw_crm_cust_info,incremental,1649,2025-07-04 22:42:59.298479,2025-07-04 22:43:23.417948,2025-07-04 22:43:23.417948,success,,cust_info_inc_20250704_2242.csv,daily_refresh_dag,scheduled__2025-07-04T22:40:00+00:00
32,raw_crm_cust_info,incremental,1659,2025-07-09 12:13:05.190597,2025-07-09 12:13:06.569847,2025-07-09 12:13:06.569847,success,,cust_info_inc_20250709_1213.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-09T12:12:00+00:00
33,raw_erp_loc_a101,incremental,880,2025-07-03 03:30:38.405584,2025-07-03 03:39:56.432608,2025-07-03 03:39:56.432608,success,,loc_a101_inc_20250703_0330.csv,incremental_load_dag,scheduled__2025-07-03T03:28:00+00:00
34,raw_erp_cust_az12,initial,47266,2025-07-03 05:49:45.436450,2025-07-03 05:49:47.029479,2025-07-03 05:49:47.029479,success,,,postgres_dwh_initial_load_dag,scheduled__2025-07-03T05:48:00+00:00
35,raw_crm_sales_details,incremental,22591,2025-07-08 12:21:55.520963,2025-07-08 12:21:56.282051,2025-07-08 12:21:56.282051,success,,sales_details_inc_20250708_1221.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-08T12:20:00+00:00
36,raw_crm_sales_details,incremental,30777,2025-07-06 11:31:18.856701,2025-07-06 11:34:38.366296,2025-07-06 11:34:38.366296,success,,sales_details_inc_20250706_1131.csv,incremental_load_dag,scheduled__2025-07-06T11:28:00+00:00
37,raw_crm_sales_details,incremental,30250,2025-07-03 05:26:20.749463,2025-07-03 05:26:21.175187,2025-07-03 05:26:21.175187,success,,sales_details_inc_20250703_0526.csv,daily_refresh_dag,scheduled__2025-07-03T05:24:00+00:00
38,raw_crm_sales_details,incremental,29148,2025-07-04 09:21:52.883115,2025-07-04 09:21:53.867535,2025-07-04 09:21:53.867535,success,,sales_details_inc_20250704_0921.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-04T09:20:00+00:00
39,raw_erp_loc_a101,incremental,892,2025-07-06 15:34:28.087675,2025-07-06 15:42:18.514107,2025-07-06 15:42:18.514107,success,,loc_a101_inc_20250706_1534.csv,incremental_load_dag,scheduled__2025-07-06T15:32:00+00:00
40,raw_crm_cust_info,incremental,1126,2025-07-09 12:17:25.172337,2025-07-09 12:19:07.204257,2025-07-09 12:19:07.204257,success,,cust_info_inc_20250709_1217.csv,incremental_load_dag,scheduled__2025-07-09T12:16:00+00:00
41,raw_erp_px_cat_g1v2,incremental,21,2025-07-08 07:58:19.022634,2025-07-08 07:58:28.966042,2025-07-08 07:58:28.966042,success,,px_cat_g1v2_inc_20250708_0758.csv,daily_refresh_dag,scheduled__2025-07-08T07:56:00+00:00
42,raw_erp_cust_az12,incremental,1229,2025-07-06 23:17:23.471352,2025-07-06 23:17:24.586570,2025-07-06 23:17:24.586570,success,,cust_az12_inc_20250706_2317.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-06T23:16:00+00:00
43,raw_erp_cust_az12,incremental,1515,2025-07-08 23:09:58.815809,2025-07-08 23:10:09.031945,2025-07-08 23:10:09.031945,success,,cust_az12_inc_20250708_2309.csv,incremental_load_dag,scheduled__2025-07-08T23:08:00+00:00
44,raw_crm_sales_details,incremental,28591,2025-07-04 02:01:35.017482,2025-07-04 02:01:36.601802,2025-07-04 02:01:36.601802,success,,sales_details_inc_20250704_0201.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-04T02:00:00+00:00
45,raw_erp_loc_a101,incremental,588,2025-07-04 07:33:24.017053,2025-07-04 07:34:15.788352,2025-07-04 07:34:15.788352,success,,loc_a101_inc_20250704_0733.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-04T07:32:00+00:00
46,raw_erp_cust_az12,incremental,901,2025-07-03 05:18:04.897500,2025-07-03 05:18:08.266543,2025-07-03 05:18:08.266543,success,,cust_az12_inc_20250703_0518.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-03T05:16:00+00:00
47,raw_crm_sales_details,incremental,21927,2025-07-05 01:57:55.239591,2025-07-05 01:58:13.073338,2025-07-05 01:58:13.073338,success,,sales_details_inc_20250705_0157.csv,weekly_maintenance_dag,scheduled__2025-07-05T01:56:00+00:00
48,raw_erp_cust_az12,incremental,1348,2025-07-03 04:25:54.337459,2025-07-03 04:27:55.908298,2025-07-03 04:27:55.908298,success,,cust_az12_inc_20250703_0425.csv,incremental_load_dag,scheduled__2025-07-03T04:24:00+00:00
49,raw_erp_loc_a101,incremental,1017,2025-07-08 16:21:34.179742,2025-07-08 16:21:53.850082,2025-07-08 16:21:53.850082,success,,loc_a101_inc_20250708_1621.csv,weekly_maintenance_dag,scheduled__2025-07-08T16:20:00+00:00
50,raw_erp_cust_az12,incremental,1405,2025-07-05 09:33:43.202747,2025-07-05 09:33:56.578130,2025-07-05 09:33:56.578130,success,,cust_az12_inc_20250705_0933.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-05T09:32:00+00:00
51,raw_crm_cust_info,incremental,0,2025-07-07 10:50:17.477028,2025-07-07 10:50:21.705650,2025-07-07 10:50:21.705650,failed,Source table locked by another process,cust_info_inc_20250707_1050.csv,emergency_reload_dag,manual__2025-07-07T10:50:17.156+00:00
52,raw_crm_cust_info,incremental,0,2025-07-09 20:42:54.229773,2025-07-09 20:44:36.035156,2025-07-09 20:44:36.035156,success,,cust_info_inc_20250709_2042.csv,incremental_load_dag,scheduled__2025-07-09T20:40:00+00:00
53,raw_erp_loc_a101,incremental,983,2025-07-04 11:42:07.609719,2025-07-04 11:50:10.437845,2025-07-04 11:50:10.437845,success,,loc_a101_inc_20250704_1142.csv,incremental_load_dag,scheduled__2025-07-04T11:40:00+00:00
54,raw_crm_cust_info,incremental,1379,2025-07-06 19:20:44.407757,2025-07-06 19:20:45.217499,2025-07-06 19:20:45.217499,success,,cust_info_inc_20250706_1920.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-06T19:20:00+00:00
55,raw_crm_sales_details,incremental,26906,2025-07-04 21:53:13.385098,2025-07-04 21:53:30.465233,2025-07-04 21:53:30.465233,success,,sales_details_inc_20250704_2153.csv,incremental_load_dag,scheduled__2025-07-04T21:52:00+00:00
56,raw_erp_cust_az12,incremental,0,2025-07-03 17:50:51.728837,2025-07-03 17:51:20.534391,2025-07-03 17:51:20.534391,failed,Permission denied accessing source file,cust_az12_inc_20250703_1750.csv,emergency_reload_dag,scheduled__2025-07-03T17:48:00+00:00
57,raw_crm_cust_info,incremental,1476,2025-07-09 17:22:18.755822,2025-07-09 17:22:40.216420,2025-07-09 17:22:40.216420,success,,cust_info_inc_20250709_1722.csv,weekly_maintenance_dag,scheduled__2025-07-09T17:20:00+00:00
58,raw_erp_loc_a101,incremental,651,2025-07-04 05:45:19.398282,2025-07-04 05:45:25.003496,2025-07-04 05:45:25.003496,success,,loc_a101_inc_20250704_0545.csv,weekly_maintenance_dag,scheduled__2025-07-04T05:44:00+00:00
59,raw_erp_cust_az12,incremental,857,2025-07-05 21:47:12.005341,2025-07-05 21:47:27.858782,2025-07-05 21:47:27.858782,success,,cust_az12_inc_20250705_2147.csv,daily_refresh_dag,scheduled__2025-07-05T21:44:00+00:00
60,raw_crm_sales_details,incremental,19383,2025-07-03 11:23:32.290011,2025-07-03 11:23:50.416144,2025-07-03 11:23:50.416144,success,,sales_details_inc_20250703_1123.csv,incremental_load_dag,scheduled__2025-07-03T11:20:00+00:00
61,raw_erp_px_cat_g1v2,incremental,28,2025-07-07 15:08:43.702146,2025-07-07 15:14:26.780232,2025-07-07 15:14:26.780232,success,,px_cat_g1v2_inc_20250707_1508.csv,weekly_maintenance_dag,scheduled__2025-07-07T15:08:00+00:00
62,raw_erp_cust_az12,incremental,1326,2025-07-05 08:58:12.956445,2025-07-05 08:58:35.570910,2025-07-05 08:58:35.570910,success,,cust_az12_inc_20250705_0858.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-05T08:56:00+00:00
63,raw_erp_loc_a101,incremental,676,2025-07-07 11:34:11.705431,2025-07-07 11:34:12.596786,2025-07-07 11:34:12.596786,success,,loc_a101_inc_20250707_1134.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-07T11:32:00+00:00
64,raw_crm_sales_details,incremental,31349,2025-07-08 05:47:59.759958,2025-07-08 05:56:47.119890,2025-07-08 05:56:47.119890,success,,sales_details_inc_20250708_0547.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-08T05:44:00+00:00
65,raw_crm_sales_details,incremental,31373,2025-07-05 20:01:34.817175,2025-07-05 20:10:19.065035,2025-07-05 20:10:19.065035,success,,sales_details_inc_20250705_2001.csv,emergency_reload_dag,scheduled__2025-07-05T20:00:00+00:00
66,raw_crm_sales_details,incremental,0,2025-07-04 02:26:39.298732,2025-07-04 02:34:11.103010,2025-07-04 02:34:11.103010,failed,Memory limit exceeded during processing,sales_details_inc_20250704_0226.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-04T02:24:00+00:00
67,raw_crm_cust_info,incremental,1473,2025-07-06 14:24:33.382452,2025-07-06 14:28:11.582094,2025-07-06 14:28:11.582094,success,,cust_info_inc_20250706_1424.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-06T14:24:00+00:00
68,raw_erp_loc_a101,incremental,664,2025-07-07 07:18:54.783607,2025-07-07 07:24:18.298006,2025-07-07 07:24:18.298006,success,,loc_a101_inc_20250707_0718.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-07T07:16:00+00:00
69,raw_crm_sales_details,initial,441745,2025-07-06 15:21:29.830314,2025-07-06 15:24:29.497579,2025-07-06 15:24:29.497579,success,,,postgres_dwh_initial_load_dag,scheduled__2025-07-06T15:20:00+00:00
70,raw_crm_prd_info,incremental,119,2025-07-05 09:04:52.247402,2025-07-05 09:04:53.701631,2025-07-05 09:04:53.701631,success,,prd_info_inc_20250705_0904.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-05T09:04:00+00:00
71,raw_crm_cust_info,incremental,1359,2025-07-06 05:54:55.327137,2025-07-06 05:54:59.025806,2025-07-06 05:54:59.025806,success,,cust_info_inc_20250706_0554.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-06T05:52:00+00:00
72,raw_crm_cust_info,incremental,1183,2025-07-06 01:49:33.808069,2025-07-06 01:49:34.040338,2025-07-06 01:49:34.040338,success,,cust_info_inc_20250706_0149.csv,incremental_load_dag,scheduled__2025-07-06T01:48:00+00:00
73,raw_erp_cust_az12,incremental,0,2025-07-05 18:20:12.102409,2025-07-05 18:20:26.145898,2025-07-05 18:20:26.145898,success,,cust_az12_inc_20250705_1820.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-05T18:20:00+00:00
74,raw_crm_sales_details,incremental,25198,2025-07-03 13:08:36.398472,2025-07-03 13:08:54.586321,2025-07-03 13:08:54.586321,success,,sales_details_inc_20250703_1308.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-03T13:08:00+00:00
75,raw_crm_prd_info,incremental,183,2025-07-07 00:19:58.477452,2025-07-07 00:19:58.677947,2025-07-07 00:19:58.677947,success,,prd_info_inc_20250707_0019.csv,daily_refresh_dag,scheduled__2025-07-07T00:16:00+00:00
76,raw_crm_cust_info,incremental,1669,2025-07-06 00:53:27.711570,2025-07-06 00:53:28.226503,2025-07-06 00:53:28.226503,success,,cust_info_inc_20250706_0053.csv,incremental_load_dag,scheduled__2025-07-06T00:52:00+00:00
77,raw_crm_sales_details,initial,427130,2025-07-09 21:10:28.461707,2025-07-09 21:16:51.334529,2025-07-09 21:16:51.334529,success,,,postgres_dwh_initial_load_dag,scheduled__2025-07-09T21:08:00+00:00
78,raw_crm_sales_details,incremental,0,2025-07-10 05:32:10.850548,2025-07-10 05:32:38.238315,2025-07-10 05:32:38.238315,success,,sales_details_inc_20250710_0532.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-10T05:32:00+00:00
79,raw_crm_prd_info,incremental,133,2025-07-03 20:32:29.252993,2025-07-03 20:33:29.662170,2025-07-03 20:33:29.662170,success,,prd_info_inc_20250703_2032.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-03T20:32:00+00:00
80,raw_erp_cust_az12,incremental,0,2025-07-09 18:09:07.210835,2025-07-09 18:09:08.061336,2025-07-09 18:09:08.061336,failed,Permission denied accessing source file,cust_az12_inc_20250709_1809.csv,daily_refresh_dag,scheduled__2025-07-09T18:08:00+00:00
81,raw_erp_cust_az12,incremental,1317,2025-07-07 23:46:45.321330,2025-07-07 23:47:02.204765,2025-07-07 23:47:02.204765,success,,cust_az12_inc_20250707_2346.csv,weekly_maintenance_dag,manual__2025-07-07T23:46:44.561+00:00
82,raw_crm_sales_details,incremental,0,2025-07-09 15:30:16.616362,2025-07-09 15:30:34.389032,2025-07-09 15:30:34.389032,success,,sales_details_inc_20250709_1530.csv,daily_refresh_dag,scheduled__2025-07-09T15:28:00+00:00
83,raw_erp_cust_az12,incremental,1036,2025-07-10 22:01:31.805759,2025-07-10 22:01:51.913769,2025-07-10 22:01:51.913769,success,,cust_az12_inc_20250710_2201.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-10T22:00:00+00:00
84,raw_crm_sales_details,incremental,20674,2025-07-05 00:49:23.009618,2025-07-05 00:58:25.635817,2025-07-05 00:58:25.635817,success,,sales_details_inc_20250705_0049.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-05T00:48:00+00:00
85,raw_erp_loc_a101,incremental,578,2025-07-08 15:06:05.181538,2025-07-08 15:06:06.438521,2025-07-08 15:06:06.438521,success,,loc_a101_inc_20250708_1506.csv,incremental_load_dag,scheduled__2025-07-08T15:04:00+00:00
86,raw_crm_sales_details,incremental,0,2025-07-03 10:43:01.029033,2025-07-03 10:43:02.201181,2025-07-03 10:43:02.201181,success,,sales_details_inc_20250703_1043.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-03T10:40:00+00:00
87,raw_erp_px_cat_g1v2,incremental,25,2025-07-09 21:58:36.685543,2025-07-09 21:58:37.315465,2025-07-09 21:58:37.315465,success,,px_cat_g1v2_inc_20250709_2158.csv,incremental_load_dag,scheduled__2025-07-09T21:56:00+00:00
88,raw_crm_cust_info,incremental,1183,2025-07-08 11:17:03.143473,2025-07-08 11:17:26.119660,2025-07-08 11:17:26.119660,success,,cust_info_inc_20250708_1117.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-08T11:16:00+00:00
89,raw_erp_cust_az12,incremental,970,2025-07-03 04:45:26.516369,2025-07-03 04:45:28.371503,2025-07-03 04:45:28.371503,success,,cust_az12_inc_20250703_0445.csv,incremental_load_dag,manual__2025-07-03T04:45:26.437+00:00
90,raw_erp_cust_az12,incremental,874,2025-07-05 01:37:20.267092,2025-07-05 01:37:45.855077,2025-07-05 01:37:45.855077,success,,cust_az12_inc_20250705_0137.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-05T01:36:00+00:00
91,raw_erp_cust_az12,incremental,0,2025-07-10 10:12:43.040470,2025-07-10 10:12:44.520702,2025-07-10 10:12:44.520702,timeout,Operation timed out after 300 seconds,cust_az12_inc_20250710_1012.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-10T10:12:00+00:00
92,raw_crm_sales_details,incremental,22827,2025-07-09 11:34:43.878208,2025-07-09 11:34:54.038572,2025-07-09 11:34:54.038572,success,,sales_details_inc_20250709_1134.csv,emergency_reload_dag,scheduled__2025-07-09T11:32:00+00:00
93,raw_crm_sales_details,incremental,20282,2025-07-10 01:06:38.697170,2025-07-10 01:06:39.949149,2025-07-10 01:06:39.949149,success,,sales_details_inc_20250710_0106.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-10T01:04:00+00:00
94,raw_crm_sales_details,incremental,21885,2025-07-04 11:52:18.972605,2025-07-04 11:52:19.145517,2025-07-04 11:52:19.145517,success,,sales_details_inc_20250704_1152.csv,daily_refresh_dag,scheduled__2025-07-04T11:52:00+00:00
95,raw_crm_cust_info,incremental,0,2025-07-07 23:50:02.662242,2025-07-07 23:59:11.676521,2025-07-07 23:59:11.676521,failed,Permission denied accessing source file,cust_info_inc_20250707_2350.csv,incremental_load_dag,scheduled__2025-07-07T23:48:00+00:00
96,raw_erp_cust_az12,incremental,896,2025-07-03 03:38:03.962142,2025-07-03 03:38:18.822160,2025-07-03 03:38:18.822160,success,,cust_az12_inc_20250703_0338.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-03T03:36:00+00:00
97,raw_crm_sales_details,incremental,21810,2025-07-10 10:58:00.673996,2025-07-10 11:07:55.599994,2025-07-10 11:07:55.599994,success,,sales_details_inc_20250710_1058.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-10T10:56:00+00:00
98,raw_crm_sales_details,incremental,0,2025-07-09 22:58:45.919943,2025-07-09 22:59:12.373938,2025-07-09 22:59:12.373938,failed,Data type conversion error,sales_details_inc_20250709_2258.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-09T22:56:00+00:00
99,raw_crm_sales_details,incremental,17647,2025-07-06 03:00:48.511969,2025-07-06 03:00:50.485062,2025-07-06 03:00:50.485062,success,,sales_details_inc_20250706_0300.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-06T03:00:00+00:00
100,raw_crm_cust_info,incremental,1360,2025-07-05 23:15:14.488400,2025-07-05 23:15:15.884406,2025-07-05 23:15:15.884406,success,,cust_info_inc_20250705_2315.csv,daily_refresh_dag,scheduled__2025-07-05T23:12:00+00:00
101,raw_erp_cust_az12,initial,32418,2025-07-10 19:47:45.800823,2025-07-10 19:47:45.936789,2025-07-10 19:47:45.936789,success,,,postgres_dwh_initial_load_dag,scheduled__2025-07-10T19:44:00+00:00
102,raw_crm_sales_details,incremental,0,2025-07-06 23:05:08.325681,2025-07-06 23:05:28.067314,2025-07-06 23:05:28.067314,failed,Memory limit exceeded during processing,sales_details_inc_20250706_2305.csv,weekly_maintenance_dag,scheduled__2025-07-06T23:04:00+00:00
103,raw_erp_px_cat_g1v2,incremental,32,2025-07-10 10:00:14.864209,2025-07-10 10:00:15.933688,2025-07-10 10:00:15.933688,success,,px_cat_g1v2_inc_20250710_1000.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-10T10:00:00+00:00
104,raw_crm_cust_info,incremental,1798,2025-07-08 06:11:38.252206,2025-07-08 06:20:56.880593,2025-07-08 06:20:56.880593,success,,cust_info_inc_20250708_0611.csv,incremental_load_dag,scheduled__2025-07-08T06:08:00+00:00
105,raw_crm_sales_details,incremental,24162,2025-07-03 18:21:22.225783,2025-07-03 18:21:37.194998,2025-07-03 18:21:37.194998,success,,sales_details_inc_20250703_1821.csv,daily_refresh_dag,scheduled__2025-07-03T18:20:00+00:00
106,raw_crm_sales_details,incremental,32478,2025-07-07 02:15:20.723911,2025-07-07 02:15:21.951628,2025-07-07 02:15:21.951628,success,,sales_details_inc_20250707_0215.csv,postgres_dwh_initial_load_dag,manual__2025-07-07T02:15:20.578+00:00
107,raw_crm_cust_info,incremental,0,2025-07-10 12:24:41.990540,2025-07-10 12:24:43.209888,2025-07-10 12:24:43.209888,success,,cust_info_inc_20250710_1224.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-10T12:24:00+00:00
108,raw_crm_cust_info,incremental,1195,2025-07-09 01:21:56.798244,2025-07-09 01:25:19.621755,2025-07-09 01:25:19.621755,success,,cust_info_inc_20250709_0121.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-09T01:20:00+00:00
109,raw_erp_cust_az12,incremental,1281,2025-07-09 04:25:20.152054,2025-07-09 04:31:28.226714,2025-07-09 04:31:28.226714,success,,cust_az12_inc_20250709_0425.csv,daily_refresh_dag,scheduled__2025-07-09T04:24:00+00:00
110,raw_crm_prd_info,incremental,109,2025-07-06 10:03:49.663034,2025-07-06 10:10:26.996722,2025-07-06 10:10:26.996722,success,,prd_info_inc_20250706_1003.csv,daily_refresh_dag,scheduled__2025-07-06T10:00:00+00:00
111,raw_crm_sales_details,incremental,0,2025-07-03 18:54:30.847053,2025-07-03 18:54:32.517968,2025-07-03 18:54:32.517968,failed,Data validation failed - null values in required columns,sales_details_inc_20250703_1854.csv,daily_refresh_dag,scheduled__2025-07-03T18:52:00+00:00
112,raw_crm_cust_info,incremental,1686,2025-07-07 11:20:07.070557,2025-07-07 11:20:08.270682,2025-07-07 11:20:08.270682,success,,cust_info_inc_20250707_1120.csv,incremental_load_dag,scheduled__2025-07-07T11:20:00+00:00
113,raw_erp_cust_az12,incremental,863,2025-07-04 01:50:30.688867,2025-07-04 01:50:32.455798,2025-07-04 01:50:32.455798,success,,cust_az12_inc_20250704_0150.csv,weekly_maintenance_dag,scheduled__2025-07-04T01:48:00+00:00
114,raw_erp_loc_a101,incremental,660,2025-07-06 03:08:08.854840,2025-07-06 03:08:22.344486,2025-07-06 03:08:22.344486,success,,loc_a101_inc_20250706_0308.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-06T03:08:00+00:00
115,raw_erp_cust_az12,incremental,935,2025-07-04 03:08:05.558420,2025-07-04 03:08:05.661204,2025-07-04 03:08:05.661204,success,,cust_az12_inc_20250704_0308.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-04T03:08:00+00:00
116,raw_crm_sales_details,incremental,29862,2025-07-03 14:09:46.316161,2025-07-03 14:09:57.398705,2025-07-03 14:09:57.398705,success,,sales_details_inc_20250703_1409.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-03T14:08:00+00:00
117,raw_erp_cust_az12,incremental,1415,2025-07-08 00:51:31.224478,2025-07-08 00:59:37.824323,2025-07-08 00:59:37.824323,success,,cust_az12_inc_20250708_0051.csv,postgres_dwh_initial_load_dag,manual__2025-07-08T00:51:31.068+00:00
118,raw_crm_sales_details,incremental,30384,2025-07-09 10:34:20.934901,2025-07-09 10:34:26.875566,2025-07-09 10:34:26.875566,success,,sales_details_inc_20250709_1034.csv,emergency_reload_dag,scheduled__2025-07-09T10:32:00+00:00
119,raw_erp_px_cat_g1v2,incremental,25,2025-07-03 14:08:12.263220,2025-07-03 14:08:34.036963,2025-07-03 14:08:34.036963,success,,px_cat_g1v2_inc_20250703_1408.csv,postgres_dwh_initial_load_dag,manual__2025-07-03T14:08:12.008+00:00
120,raw_crm_cust_info,incremental,0,2025-07-04 20:28:59.023092,2025-07-04 20:29:25.816484,2025-07-04 20:29:25.816484,failed,Source table locked by another process,cust_info_inc_20250704_2028.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-04T20:28:00+00:00
121,raw_erp_px_cat_g1v2,incremental,0,2025-07-10 10:16:38.084415,2025-07-10 10:21:45.776189,2025-07-10 10:21:45.776189,failed,File not found in staging directory,px_cat_g1v2_inc_20250710_1016.csv,emergency_reload_dag,scheduled__2025-07-10T10:16:00+00:00
